unixtime,time,ppfdred1_2,ppfdblue1_2,ppfd1_2,ppfdred2_2,ppfdblue2_2,ppfd2_2,ppfdred3_2,ppfdblue3_2,ppfd3_2,ppfdred4_2,ppfdblue4_2,ppfd4_2,ppfdred5_2,ppfdblue5_2,ppfd5_2,ppfdred6_2,ppfdblue6_2,ppfd6_2,ppfdred7_2,ppfdblue7_2,ppfd7_2,temp_1_2,humd_1_2,temp_2_2,humd_2_2,temp_3_2,humd_3_2,tmp1_2,tmp2_2,tmp3_2,oxy_con_2,co2_con_2
1533888000,10-08-18 16:00,142.0,62.18181818181818,204.1818181818182,149.1818181818182,54.18181818181818,203.36363636363637,157.0,84.63636363636364,241.63636363636363,144.0909090909091,56.27272727272727,200.36363636363637,139.0,65.36363636363636,204.36363636363637,143.0,57.90909090909091,200.9090909090909,163.0,70.63636363636364,233.63636363636363,25.86363584345037,99.9000015258789,20.899999618530273,83.80000305175781,26.83636301214045,58.490908882834695,38.6875,38.60795454545455,34.65909090909091,18.21090909090909,826.2018181818183
1533902400,10-08-18 20:00,142.0,62.1,204.1,149.0,54.3,203.3,157.0,85.1,242.1,144.0,57.2,201.2,139.0,65.7,204.7,142.0,58.8,200.8,162.5,70.4,232.9,26.230000305175782,99.9000015258789,20.899999618530273,83.80000305175781,27.20000057220459,57.35,39.0,39.03125,35.1375,18.237000000000002,850.912
1533916800,11-08-18 00:00,141.7,62.1,203.8,149.2,54.2,203.4,156.3,85.0,241.3,142.8,57.0,199.8,137.8,65.1,202.9,142.7,57.9,200.6,161.8,70.6,232.4,25.600000381469727,99.9000015258789,20.899999618530273,83.80000305175781,26.20999984741211,61.28999977111816,38.6625,38.7,34.43125,18.181,843.2050000000002
1533931200,11-08-18 04:00,141.0,61.90909090909091,202.9090909090909,149.0,53.45454545454545,202.45454545454547,156.0,84.72727272727273,240.72727272727272,143.0,56.72727272727273,199.72727272727272,138.0,65.45454545454545,203.45454545454547,143.0,56.45454545454545,199.45454545454547,161.9090909090909,70.45454545454545,232.36363636363637,25.709091533314094,99.9000015258789,20.899999618530273,83.80000305175781,27.009090943769976,58.6090913252397,38.125,38.09090909090909,34.15340909090909,18.059090909090912,817.9136363636364
1533945600,11-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.809090701016512,99.9000015258789,20.899999618530273,83.80000305175781,24.990909056230024,62.29999993064187,24.670454545454547,24.75,24.005681818181817,17.848181818181818,978.5636363636364
1533960000,11-08-18 12:00,145.54545454545453,60.36363636363637,205.9090909090909,154.63636363636363,50.63636363636363,205.27272727272728,159.54545454545453,82.63636363636364,242.1818181818182,145.72727272727272,55.27272727272727,201.0,141.36363636363637,63.81818181818182,205.1818181818182,146.8181818181818,52.45454545454545,199.27272727272728,164.45454545454547,68.9090909090909,233.36363636363637,23.672727411443535,99.9000015258789,20.899999618530273,83.80000305175781,24.363636190241035,67.19090964577414,32.89204545454545,33.02840909090909,30.073863636363637,18.069999999999997,873.7054545454546
1533974400,11-08-18 16:00,140.0,61.7,201.7,148.0,53.3,201.3,154.2,83.7,237.9,141.0,56.7,197.7,136.1,64.4,200.5,141.0,53.7,194.7,159.0,70.2,229.2,25.530000114440917,99.9000015258789,20.899999618530273,83.80000305175781,26.829999351501463,60.89000053405762,38.41875,38.40625,34.5125,18.202999999999996,831.073
1533988800,11-08-18 20:00,139.5,61.9,201.4,147.8,53.3,201.1,154.0,84.0,238.0,140.0,56.3,196.3,136.0,64.7,200.7,141.0,53.2,194.2,158.7,70.1,228.8,25.829999351501463,99.9000015258789,20.899999618530273,83.80000305175781,27.210000610351564,60.35999984741211,38.75625,38.7625,34.9375,18.186,821.6569999999999
1534003200,12-08-18 00:00,138.9,61.5,200.4,147.8,53.0,200.8,152.9,84.1,237.0,139.7,56.5,196.2,134.8,65.3,200.1,140.7,52.6,193.3,157.8,70.4,228.2,25.269999694824218,99.9000015258789,20.899999618530273,83.80000305175781,26.05,63.089999771118165,38.4375,38.48125,34.19375,18.178000000000004,852.2279999999998
1534017600,12-08-18 04:00,139.0,61.45454545454545,200.45454545454547,148.0,52.27272727272727,200.27272727272728,153.0,83.72727272727273,236.72727272727272,139.0,56.0,195.0,135.0,64.36363636363636,199.36363636363637,140.8181818181818,51.09090909090909,191.9090909090909,157.0,70.0,227.0,25.399999618530273,99.9000015258789,20.899999618530273,83.80000305175781,26.8545448996804,59.68181818181818,37.94886363636363,37.94318181818182,34.02840909090909,18.235454545454544,870.7918181818183
